,Unnamed: 0,address
2144,2144,"Санкт-Петербург,улица Сердобольская, дом 50/52, лит. А, часть здания 1Н, помещения №38, 39, 40, 41"
2145,2145,"Санкт-Петербург,улица Школьная, дом 66, лит. А, часть здания 1-Н, помещения№ № 44, 45, 46"
2146,2146,"Санкт-Петербург,улица Торжковская, дом 10, корп. 2, лит. А, часть здания 6-Н, помещения №№ 9, 10"
2147,2147,"Санкт-Петербург,улица Школьная, дом 13, лит. А, часть здания 3-Н,помещения №№ 4, 5, 6, 7, 51"
2148,2148,"Санкт-Петербург,улица Новосибирская, д. 16, корпус 2, лит. А, 2 этаж, часть здания 2Н, помещения №№ 28, 29, 30, 31, 32"
2149,2149,"Санкт-Петербург,улица Школьная, д. 19, лит. А, 1 этаж, часть здания 1Н, помещения  №№ 44, 46"
2150,2150,"Санкт-Петербург,Ланское шоссе, д. 41, лит. А, часть здания 7Н и МОП, помещения №№ 18, 19."
2151,2151,"Санкт-Петербург,улица Омская, дом 16, лит. А, часть здания 3-Н, помещения № № 27, 28"
2152,2152,"Санкт-Петербург,улица Дибуновская, д. 10, лит. А, часть здания 1-Н, (помещения №76, 77, 78, 79, 80)."
2153,2153,"Санкт-Петербург,улица Торжковская, дом 9, корп. 2, лит. А, часть здания 11-Н помещения 2, 3, 4, 5"
2154,2154,"Санкт-Петербург,улица Савушкина, дом 61, лит. А, 1 этаж, часть здания,помещения №14, 15"
2155,2155,"Санкт-Петербург,Лахтинский проспект, д. 98, литера Б, часть здания, ч. п. 1-15, 29-32 помещения 1Н"
2156,2156,"Санкт-Петербург,улица Новосибирская, д. 16, лит. А, часть здания 11-Н, помещения №№ 6, 7, 8, 9"
2157,2157,"Санкт-Петербург,улица Новосибирская, дом 15, корп. 2, лит. А,часть здания 12-Н, помещения 5, 6, 7, 8"
2158,2158,"Санкт-Петербург,улица Савушкина, д. 18, лит. А, часть здания 6-Н,помещения № № 28, 29"
2159,2159,"Санкт-Петербург,улица Школьная, дом 74, лит. А, часть здания 1-Н, помещения №27, 28, 29, 30"
2160,2160,"Санкт-Петербург,Ланское шоссе, дом 22, к. 8, лит. А, часть здания 3-Н, (помещения 81, 82, 83, 84)"
2161,2161,"Санкт-Петербург,улица Савушкина, дом 49, лит. А, часть здания 2-Н,(помещение к. 36)"
2162,2162,"Санкт-Петербург,улица Омская, д. 25, лит. А, часть здания 1-Н, помещения№№ 68, 69, 70, 71, 72, 73."
2163,2163,"Санкт-Петербург,Коломяжский проспект, дом 1, корпус 2, лит. А, часть здания: помещения №1, 4"
2164,2164,"Санкт-Петербург,Ланское шоссе, д. 31, лит. А, часть здания 3-Н, помещение №20"
2165,2165,"Санкт-Петербург,улица Школьная, д. 8, лит. А, часть здания 8-Н,помещения №34, 35, 36, 37, 38"
2166,2166,"Санкт-Петербург, улица Школьная, д. 12, лит. А, часть здания Л-2,помещения № 18, 19, 20"
2167,2167,"Санкт-Петербург, Стрельна, Фронтовая ул., д.1, литер А"
2168,2168,"Санкт-Петербург, Стрельна, Санкт-Петербургское шоссе, д. 102-а, литер А, помещение № 33"
2169,2169,"Санкт-Петербург, Стрельна, Волхонское шоссе, д. 26, литер А,помещения № 4, № 7, № 8"
2170,2170,"Санкт-Петербург, Стрельна, Санкт-Петербургское шоссе, д. 77, литер А"
2171,2171,"Санкт-Петербург, Стрельна, ул. Тургенева, д. 6, литер А"
2172,2172,"Санкт-Петербург, Стрельна, Санкт-Петербургское шоссе, д. 47б, литер А"
2173,2173,"Санкт-Петербург, Стрельна, ул. Кропоткинская, д. 10, литер А"
2174,2174,"Санкт-Петербург, ул. Новоселов, дом 45,  лит.А"
2175,2175,"Санкт-Петербург, Дальневосточный проспект, д.70, лит.А"
2176,2176,"Санкт-Петербург, Искровский проспект, дом 33, лит.Ю"
2177,2177,"Санкт-Петербург, Дальневосточный проспект, д.70, лит.А, ч.пом. 1Н (пом. 37-51, пом.122-134, 142-153)"
2178,2178,"Санкт-Петербург, Дальневосточный проспект, дом 70, лит.А, ч.пом. 1Н ( пом. 1-36, пом. 52-121,  пом. 135-141)"
2179,2179,"Санкт-Петербург, Октябрьская набережная, д. 84, корп. 1, лит. А"
2180,2180,"Санкт-Петербург, улица Новоселов, д. 11, лит. А"
2181,2181,"Санкт-Петербург, улица Новоселов, д. 21, лит. Ш"
2182,2182,"Санкт-Петербург, улица Новоселов, д. 17, лит. Я"
2183,2183,"Санкт-Петербург, улица Дыбенко, д. 17, корп. 3, лит. Ж"
2184,2184,"Санкт-Петербург, улица Крыленко, д. 25, корп. 5, лит. В"
2185,2185,"Санкт-Петербург, проспект Большевиков, д. 23, лит. Ч"
2186,2186,"Санкт-Петербург, улица Шотмана, д. 12, корп. 3, лит. Ц"
2187,2187,"Санкт-Петербург, улица Евдокима Огнева, дом 8, корп. 3, литера Ю"
2188,2188,"Санкт-Петербург, улица Крыленко, д. 45, корп. 2, литер А"
2189,2189,"Санкт-Петербург, Искровский проспект, дом 23, корп. 2, литер А"
2190,2190,"Санкт-Петербург, проспект Большевиков, д. 31, корп. 2, литера А"
2191,2191,"Санкт-Петербург, улица Народная, дом 38, литера Т"
2192,2192,"Санкт-Петербург,  улица Новоселов, дом 53, литера С"
2193,2193,"Санкт-Петербург, проспект Большевиков, дом 28, литера А"
2194,2194,"Санкт-Петербург, улица Крыленко, дом 21, корп. 3, литера А"
2195,2195,"Санкт-Петербург, улица Народная, дом 63, литера А"
2196,2196,"Санкт-Петербург, улица Новосёлов, дом 55, литера Т."
2197,2197,"Санкт-Петербург, улица Народная, дом 44, литера С"
2198,2198,"Санкт-Петербург, Боровая улица, д. 84,  лит. А, помещение 1Н"
2199,2199,"Санкт-Петербург, ул. Мытнинская, д.25, лит. А"
2200,2200,"Санкт-Петербург, Моисеенко улица, д. 19, литер А, помещение 5Н (пом. 6, 7, 10, 11)"
2201,2201,"Санкт-Петербург, 8-я Советская улица, д. 62, лит. А, помещение 2Н (ч. п. 18, 20)"
2202,2202,"Санкт-Петербург, Гончарная улица, д. 15, литер А, помещение 8Н (ч. п. 26)"
2203,2203,"Санкт-Петербург, Пролетарской Диктатуры улица, д. 1, литер А (пом. 11, 12, 13, 14)"
2204,2204,"Санкт-Петербург, Харьковская улица, д. 13, литер А, помещение 7Н (пом. 1)"
2205,2205,"Санкт-Петербург, ул. Конная, д. 32, литер А, помещение 2Н (ч. п. 17)"
2206,2206,"Санкт-Петербург, ул. Очаковская, д. 2а, литер Б, помещение 1Н (ч.п. 27, 28, 32, 33, 34, 35)"
2207,2207,"Санкт-Петербург, Херсонская улица, д. 9-11, лит. А, пом. 1-Н (ч.п. 38, 39, 40, 41, 42)."
2208,2208,"Санкт-Петербург, Невский проспект, дом 169, литер А (пом. 7, 8, 9)"
2209,2209,"Санкт-Петербург, Кавалергардская ул., д. 9-11-13, лит. А (пом. 8, 9, 10)"
2210,2210,"Санкт-Петербург, поселок Ушково, Пляжевая улица, д. 14, литер Л (пом. 12)."
2211,2211,"Санкт-Петербург, поселок Ушково, Пляжевая улица, д. 14, литер С (пом. 12)"
2212,2212,"Санкт-Петербург, ул.Будапештская, д.63, лит.А, кор.2"
2213,2213,"Санкт-Петербург, ул. Будапештская, д.66, лит.А, кор.2"
2214,2214,"Санкт-Петербург, ул.Будапештская, д.66, лит.А, кор.2"
2215,2215,"Санкт-Петербург,улица Димитрова, д. 15, кор. 3, лит. А,  пом. № 6-Н (ч. п. 21, 27)"
2216,2216,"Санкт-Петербург,Будапештская улица, д. 64, кор. 2, лит. А, пом.  № 6-Н (ч. п. 5-6)."
2217,2217,"Санкт-Петербург,Альпийский переулок, д. 5, кор. 2, лит. А, пом. № 1Н (ч. п. 100-104)"
2218,2218,"Санкт-Петербург,Дунайский проспект, д. 48, кор. 2, лит. А,  пом. № 6-Р (ч. п. 34-35)."
2219,2219,"Санкт-Петербург,Альпийский переулок, д. 18, литера А, пом. №№ 4Н, 5Н, 6Н"
2220,2220,"Санкт-Петербург,улица Димитрова, д. 10, кор. 3, лит. А,  пом. № 2Н (ч. п. 21-22)."
2221,2221,"Санкт-Петербург,Альпийский переулок, д. 19, кор. 2, лит. А, пом. № 1Н (ч. п. 68-72)."
2222,2222,"Санкт-Петербург,улица Димитрова, д. 37, кор. 2, лит. А, ч. пом. 12-22"
2223,2223,"Санкт-Петербург,улица Димитрова, д. 14, кор. 1, лит. А, пом. № 2Н, (ч. п. 29-32)"
2224,2224,"Санкт-Петербург,улица Димитрова, д. 4, кор. 2, лит. А, пом. № 2Н, (ч. п. 29-31, 33)"
2225,2225,"Санкт-Петербург,Загребский бульвар, д. 7, кор. 2, лит. А, пом. №  2Н,№ № пом. 30, 31, 32, 33"
2226,2226,"Санкт-Петербург,Загребский бульвар, д. 17, кор. 2, лит. А, пом. № 3Н (ч. п. 3-5)"
2227,2227,"Санкт-Петербург,Альпийский переулок, д. 5, кор. 1, лит. А, ч. пом. 35-38"
2228,2228,"Санкт-Петербург,проспект Славы, д. 19, кор. 2, лит. А, пом. № 1Н (ч. п. 21-23, 25)"
2229,2229,"Санкт-Петербург,Малая Каштановая аллея, д. 11, лит. А, № № пом. 19, 20, 21, 22, 23"
2230,2230,"Санкт-Петербург,Бухарестская улица, д. 51, лит. А, пом. № 1Н (ч. п. 29-33, 35)"
2231,2231,"Санкт-Петербург,улица Димитрова, д. 29, кор. 3, лит. А, ч. пом. 38-42"
2232,2232,"Санкт-Петербург,Будапештская улица, д. 86, кор. 2, лит. А, пом. № 3Н (ч. п. 4, 7)"
2233,2233,"Санкт-Петербург,Будапештская улица, д. 98, кор. 4, лит. А, пом. № 3Н (ч. п. 8, 11)"
2234,2234,"Санкт-Петербург,Бухарестская улица, д. 67, кор. 2, лит. А, пом. № 1Н (ч. п. 27-28, 30-33)"
2235,2235,"Санкт-Петербург,проспект Славы, д. 35, кор. 2, лит. А,  пом. №№ 30-2Н, 31-2Н, 32-2Н"
2236,2236,"Санкт-Петербург,Малая Бухарестская улица, д. 5, кор. 1, лит. А,  пом. №№ 31, 32, 33, 34, 35, 36"
2237,2237,"Санкт-Петербург,Малая Бухарестская улица, д. 7, кор. 1, лит. А, пом. № №3 Н (ч. п. 1, 2)"
2238,2238,"Санкт-Петербург, ул. Чайковского, д.73, литер А"
2239,2239,"Санкт-Петербург, ул. Чайковского, д.73, литер Г"
2240,2240,"Санкт-Петербург, улица Маяковского, д. 9/16, лит. А, помещение 12Н (ч. п. 2), помещение 1Н (ч. п. 7)."
2241,2241,"Санкт-Петербург, улица Маяковского, д. 26, лит. Ж, помещение 1Н (ч. п. 13, 14)."
2242,2242,"Санкт-Петербург, Литейный проспект, д. 46, лит. А, помещение 18Н (ч. п. 1)"
2243,2243,"Санкт-Петербург, площадь Искусств, д. 2, лит. А, помещение 5Н (ч. п. 1),помещение 6Н (ч. п. 1)"
2244,2244,"Санкт-Петербург, улица Фурштатская, д. 29а, лит. А, помещение 4Н (ч. п. 1)"
2245,2245,"Санкт-Петербург, Гродненский переулок, д. 8-10, лит. А, помещение 4Н (ч. п. 4)."
2246,2246,"Санкт-Петербург, набережная реки Фонтанки, д. 22, лит. А, помещение 8Н(ч. п. 7, 8, 9)."
2247,2247,"Санкт-Петербург, улица Пестеля, д. 16Б, лит. Б, помещение 1Н (ч. п. 82)"
2248,2248,"Санкт-Петербург, улица Шпалерная, д. 33, лит. А, помещение 5-н (ч. п. 9, 10, 11, 12)"
2249,2249,"Санкт-Петербург, улица Кирочная, д. 28а, лит. А, помещение 1-н (ч. п. 6, 7)"
2250,2250,"Санкт-Петербург, Ковенский переулок, д. 10а, лит. А, помещение 6-Н (ч. п. 10, 11)"
2251,2251,"Санкт-Петербург, улица Миллионная, д. 14, лит. А, помещение 4Н(ч. п. 5, 6, 7, 8, 19)"
2252,2252,"Санкт-Петербург, Соляной переулок, д. 12. лит. А, помещение 9Н (ч. п. 2, 3)"
2253,2253,"Санкт-Петербург, улица Фурштатская, д. 37, литера В, помещение 3Н (ч. п. 11)"
2254,2254,"Санкт-Петербург, набережная реки Мойки, д. 14, литера Б, помещение 5Н (ч. п. 12, 13, 14, 15, 16)"
2255,2255,"Санкт-Петербург, Аптекарский переулок, д. 4, литера  А, помещение 46Н (ч. п. 14, 15, 16, 17)"
2256,2256,"Санкт-Петербург, улица Чайковского, д. 45, литера А, помещение 1Н(ч. п. 21, 24, 27)"
2257,2257,"Санкт-Петербург, улица Фурштатская, д. 22, литера А, помещение 2Н (ч. п. 5, 6, 7, 8)"
2258,2258,"Санкт-Петербург, улица Миллионная, д. 23, литера А, помещение 19Н (ч. п. 40, 41, 42, 43)"
2259,2259,"Санкт-Петербург, улица Моховая, д. 11, литера А, помещение 1Н (ч. п. 56)"
2260,2260,"Санкт-Петербург, улица Гагаринская, д. 18, литера А, помещение 3Н (ч. п. 2, 3)"
2261,2261,"Санкт-Петербург, поселок Ушково, Пляжевая улица, д. 14, литер О (пом. 13)"
2262,2262,"Санкт-Петербург, поселок Ушково, Пляжевая улица, д. 14, литер И (пом. 12)"
2263,2263,"Санкт-Петербург, поселок Ушково, Пляжевая улица, д. 14, литер Н (пом. 12)"
2264,2264,"Санкт-Петербург, улица Караваевская, д. 30, литер А"
2265,2265,"Санкт-Петербург, ул. Леснозаводская, дом 6 лит.А"
2266,2266,"Санкт-Петербург, ул. Пинегина, д. 10, лит. А"
2267,2267,"Санкт-Петербург, Шлиссельбургский проспект, дом 43, литер А, 1 этаж, пом. 25, 26, 27"
2268,2268,"Санкт-Петербург, Рыбацкий проспект, дом 29, корпус 2, литер А, 1 этаж, пом. 24, 25, 26, КБ.26, КБ.25, КБ.24"
2269,2269,"Санкт-Петербург, Шлиссельбургский проспект, дом 24, корпус 2, литер А, 1 этаж,пом. 26, 27, 14, 15, 16, 17, 19, 20"
2270,2270,"Санкт-Петербург, Рыбацкий проспект, дом 51, корпус 2, литер А, 1 этаж,пом. 31, 32, 33, 34."
2271,2271,"Санкт-Петербург, улица Караваевская, дом 40, корпус 2, литер А, 1 этаж, пом. 32, 33, 34"
2272,2272,"Шлиссельбургский проспект, дом 39, корпус 2, литер А, 1 этаж,пом. 38, 39, 41, 80"
2273,2273,"улица Караваевская, дом 2, корпус 2, литер А, 1 этаж, пом. 14, 15, 16, 21"
2274,2274,"Санкт-Петербург, Рыбацкий проспект, дом 43, корпус 2, литер А, 1 этаж, пом. 78, 77, 80"
2275,2275,"Санкт-Петербург, улица Караваевская, дом 10, корпус 3, литер А, 1 этаж, пом. 3, 4, 5, 6, 13"
2276,2276,"Санкт-Петербург, улица Караваевская, д. 6, литер А, пом. 25, 26, 27"
2277,2277,"Санкт-Петербург, улица Караваевская, д. 10, корп. 2, литер А, пом. 25, 26, 27"
2278,2278,"Санкт-Петербург, Шлиссельбургский проспект, д. 10, литер А, пом. 51, 52, 61"
2279,2279,"Санкт-Петербург, Шлиссельбургский проспект, д. 23, к. 2, литера Б, пом. 53, 54, 55, 56, 57, 58, 59"
2280,2280,"Санкт-Петербург, Шлиссельбургский проспект, д. 31, к. 2, литера А, пом. 13, 14, 15, 16, 17, 18, 21, 22"
2281,2281,"Санкт-Петербург, Караваевская улица, д. 25, к. 2, литера А, пом. 14, 16"
2282,2282,"Санкт-Петербург, пр. Пархоменко, д. 30, лит. А"
2283,2283,"Санкт-Петербург, Большой Сампсониевский пр., д. 62, лит. А, пом. 3-Н"
2284,2284,"Санкт-Петербург, Новолитовская ул., д. 5, лит. А, пом. 51-Н"
2285,2285,"Санкт-Петербург, проспект Энгельса, д. 4, лит. А, помещение 1Н (ч. п. 52, 55-56)."
2286,2286,"Санкт-Петербург, 2-й Муринский проспект, д. 24, лит. А, помещение 1-С(ч. п. 84-86)"
2287,2287,"Санкт-Петербург, улица Болотная, д. 6, к. 3, лит. А, помещение 1-Н (ч. п. 87-88)."
2288,2288,"Санкт-Петербург, улица Болотная, д. 18, к. 3, лит. А, помещение 1-Н (ч. п. 12-15)."
2289,2289,"Санкт-Петербург, улица Харченко, д. 27, лит. А, помещение 1Н (ч. п. 39, 40)"
2290,2290,"Санкт-Петербург, улица Орбели, д. 24, лит. А, помещение 1Н (ч. п. 58-59)"
2291,2291,"Санкт-Петербург, улица Выборгская, д. 3, лит. А, помещение 1Н (ч. п. 81-89)"
2292,2292,"Санкт-Петербург, Нейшлотский переулок, д. 2, лит. А, помещение 1Н (ч. п. 17-21)"
2293,2293,"Санкт-Петербург, проспект Пархоменко, д. 17, лит. А, помещение 1Н (ч. п. 35, 38)"
2294,2294,"Санкт-Петербург, улица Александра Матросова, д. 11, лит. А, помещение 1Н(ч. п. 75-77)"
2295,2295,"Санкт-Петербург, проспект Тореза, д. 37, лит. А, помещение 1Н(ч. п. 38, 39, 40, 41)"
2296,2296,"Санкт-Петербург, проспект Раевского, д. 18, лит. А, помещение 3Н (ч. п. 29-30)"
2297,2297,"Санкт-Петербург, проспект Светлановский, д. 31, лит. А, помещение 1Н (ч. п. 8, 9)"
2298,2298,"Санкт-Петербург, улица Комиссара Смирнова, д. 17, лит. А, помещение 1Н (ч. п. 70, 115)"
2299,2299,"проспект Тореза, д. 41, лит. А, помещение 1Н (ч. п. 91, 92, 94)"
2300,2300,"2-ой Муринский проспект, д. 34, кор. 2, лит. А, помещение 1Н (ч. п. 104, 105, 106, 107)"
2301,2301,"Санкт-Петербург, улица Болотная, д. 15, лит. Ш, помещение 2Н (ч. п. 31-34)"
2302,2302,"Санкт-Петербург, 1-ый Муринский проспект, д. 3, лит. А, помещение 1Н (ч. п. 27)"
2303,2303,"Санкт-Петербург, улица Кантемировская, д. 29, лит. Д, помещение 1Н (ч. п. 14-15)"
2304,2304,"Санкт-Петербург, улица Шателена, д. 10, лит. А, помещение 1Н (ч. п. 1-3, 25)"
2305,2305,"Санкт-Петербург, Светлановский проспект, д. 55, кор. 2, лит. А, помещение 2Н(ч. п. 46-47, 49-50)"
2306,2306,"Санкт-Петербург, улица Орбели, д. 14, лит. А, помещение 2Н (ч. п. 83-85).(ч. п. 46-47, 49-50)"
2307,2307,"Санкт-Петербург, Светлановский проспект, д. 33, лит. А, помещение 2Н (ч. п. 60-63)"
2308,2308,"Санкт-Петербург, улица Болотная, д. 3, лит. А, пом. 2Н (ч. п. 17-21)."
2309,2309,"Санкт-Петербург, проспект Тореза, д. 39, кор. 4, лит. А, пом. 5Н (ч. п. 82-83)"
2310,2310,"Санкт-Петербург, проспект Тореза, д. 19, лит. А, помещение 2Н (ч. п. 4)"
2311,2311,"Санкт-Петербург, 2-ой Муринский проспект, д. 10, кор. 2, лит. А, помещение 1Н (ч. п. 29-30, 32-34)"
2312,2312,"Санкт-Петербург, Невский пр., д. 46, лит. А, пом. 8-Н, 9-Н, 12-Н, 13-Н, 14-Н, 15-Н, 16-Н, 17-Н, 21-Н, 22-Н, 23-Н, 26-Н, Невский пр., д.44, лит. А, пом. 38-Н"
2313,2313,"Санкт-Петербург, улица Симонова, дом  3, литер А"
2314,2314,"Санкт-Петербург, поселок Парголово, ул. Ломоносова, д. 76, лит. А,часть здания 1-Н (комнаты 33-38, 77-88)."
2315,2315,"Санкт-Петербург, поселок Левашово,  ул. Мира, дом 26, корп. 2, литер А,часть  здания 1-Н (часть 50, 51-59) и МОП 1-Н (47, 48, часть 50)"
2316,2316,"Санкт-Петербург, поселок Парголово, Осиновая Роща, Юкковское шоссе, д. 10,                       корпус 4, литера А"
2317,2317,"Санкт-Петербург, Осиновая Роща, Приозерское шоссе, дом 16, корпус 3, литера А"
2318,2318,"Санкт-Петербург, поселок Парголово, улица Первого Мая,  дом 105, литер А."
2319,2319,"Санкт-Петербург, пр. Просвещения, дом 22, корпус 3, литер А"
2320,2320,"Санкт-Петербург, улица Композиторов,  д. 25,  кор.2, литера А, (ч.п.57-60)"
2321,2321,"Санкт-Петербург, пр. Просвещения,  дом 30, корпус 2, литера А, (ч.п. 37-41)"
2322,2322,"Санкт-Петербург, улица Композиторов, д. 20, корпус 2, литера. А"
2323,2323,"Санкт-Петербург, пр. Просвещения дом 5, корпус 2, литера А, (ч.п.37-41)."
2324,2324,"Санкт-Петербург, улица Жени Егоровой, д. 5, кор. 2, литера А"
2325,2325,"Санкт-Петербург, проспект Энгельса, д.150, корп. 2, литера А, (ч.п.37-41)"
2326,2326,"Санкт-Петербург, улица Шостаковича, дом 5, корпус 2, литер А, пом. 14-Н(ч.п. 13-18)"
2327,2327,"Санкт-Петербург, улица Симонова, дом 9, корпус 2, литера  А, (ч.п. 42,44-45)"
2328,2328,"улица Композиторов, дом 16, литера А"
2329,2329,"Санкт-Петербург, улица Композиторов д.29, кор. 2, литера А, пом.5-Н (ч.п.52-56)"
2330,2330,"Санкт-Петербург, проспект Композиторов, д. 33, кор. 2, литера. А, пом.5-Н, (ч.п.35-37,41)"
2331,2331,"Санкт-Петербург, ул. Прокофьева, д.3, корп. 2, литер А, пом. 1-Н, (ч.п.37, 39-40, 43)"
2332,2332,"Санкт-Петербург, поселок Левашово, улица Чкалова, дом 35, литера А"
2333,2333,"Санкт-Петербург, проспект Суздальский, дом 5, корп. 2, литер А, (н.п.38,37)"
2334,2334,"Санкт-Петербург, улица Жени Егоровой, дом 10, корпус 2, литера А"
2335,2335,"Санкт-Петербург, улица Симонова, д. 8, корп. 1, литера. А"
2336,2336,"Санкт-Петербург, пос. Парголово, Торфяное, улица Кооперативная, дом 27, литер А"
2337,2337,"Санкт-Петербург, поселок Парголово, Торфяное, улица Парнасная, д. 5, литера  А"
2338,2338,"Санкт-Петербург, поселок Парголово, Осиновая Роща, шоссе Юкковское, дом 6, корпус 1,  литера А"
2339,2339,"Санкт-Петербург, поселок Парголово, Осиновая Роща, шоссе Юкковское, дом 6, корпус 2,  литера А"
2340,2340,"Санкт-Петербург, поселок Левашово, ул. Первомайская, д. 37, литера А"
2341,2341,"Санкт-Петербург, Выборгское шоссе, д.369, корпус 3, литера А"
2342,2342,"Санкт-Петербург, ул. Шостаковича, дом 3, корпус 2, литера А, (ч.п. 37-41)"
2343,2343,"Санкт-Петербург, ул. Композиторов, дом 11, корпус 2, лит. А"
2344,2344,"Санкт-Петербург, ул. Композиторов, д. 22, корп. 3, литера А"
2345,2345,"Санкт-Петербург, проспект Просвещения, дом 32, корпус 4, литера А"
2346,2346,"Санкт-Петербург, улица Композиторов, д. 22, корп. 2, литера А"
2347,2347,"Санкт-Петербург, улица Симонова, д. 8, кор. 2, лит. А"
2348,2348,"Санкт-Петербург, поселок Парголово, Осиновая Роща, Приозерское шоссе, д. 16, корпус 2,  литера А"
2349,2349,"Санкт-Петербург, поселок Парголово, Осиновая Роща, Юкковское шоссе, дом 10,                 корпус 2, литера А"
2350,2350,"Санкт-Петербург, пос. Парголово, Торфяное, улица Кооперативная, дом 8, корп. 2,                    литер А"
2351,2351,"Санкт-Петербург, ул. Железноводская, д.64, литер Б"
2352,2352,"Санкт-Петербург,3-я линия В.О., д. 50, литер А"
2353,2353,"Санкт-Петербург,7-я линия В.О., д. 64, лит. А"
2354,2354,"Санкт-Петербург,8-я линия В.О., д. 51, лит. А"
2355,2355,"Санкт-Петербург,ул. Кораблестроителей, д. 31, кор.3, литер А"
2356,2356,"Санкт-Петербург,улица Наличная, д. 44, корп. 4, лит. А, часть пом. 1-Н,пом. 60-66, 116-118"
2357,2357,"Санкт-Петербург,7-я линия В. О., д. 66, литера А, часть пом. 1-Н, пом. 46,47,48."
2358,2358,"Санкт-Петербург,Железноводская улица, д.50, лит. А, ч.пом. 4-Н, пом. 29, 30."
2359,2359,"Санкт-Петербург,Детская улица, д.15, лит. Б, ч.пом. 13-Н, пом. 5, 6"
2360,2360,"Санкт-Петербург,Кораблестроителей улица, д.30, лит. А, ч.пом. 168-Н, пом. 9,10,13-16"
2361,2361,"Санкт-Петербург,23-я линия В.О., д. 22-24, лит. А, ч.пом. 2-Н, пом. 1-4"
2362,2362,"Санкт-Петербург,14-я линия В.О., д.65а, лит. А, ч. пом. 1-Н, пом 13, 14"
2363,2363,"Санкт-Петербург,8-я линия В.О., д. 65, лит. А, ч.пом 1-Н, пом 34, 35"
2364,2364,"Санкт-Петербург,Кораблестроителей, д.42, кор.2, лит. А, ч.пом. 3-Н, пом 12,13,14"
2365,2365,"Санкт-Петербург,Наличная улица, д.44, кор.5, лит. А., ч.пом. 2-Н, пом. 82-84"
2366,2366,"Санкт-Петербург,19 линия В.О., д. 22, литер А., ч.пом. 2-Н, пом 90, 99"
2367,2367,"Санкт-Петербург,пр. КИМа, д. 11, лит. Б, ч.пом.1-Н, пом 41,42, 90, 92, 94, 95, 96"
2368,2368,"Санкт-Петербург,5-я линия В.О., д. 16/17, лит. А, ч. пом 1-Н, пом 16,17, ч. пом. 2-Н,пом. 82, 83"
2369,2369,"Санкт-Петербург,Малый пр. В.О., д.34, литер А, ч.пом. 1-Н, пом 67, 68"
2370,2370,"Санкт-Петербург,Кораблестроителей, д.38, кор. 2, лит. А, ч.пом. 2-Н, пом 28, 29, 30"
2371,2371,"Санкт-Петербург,14-я линия В.О., д. 77, лит. А, ч. пом. 2-Н, пом. 17, 83"
2372,2372,"Санкт-Петербург,16-я  линия В.О., д. 55, лит. А, ч.пом. 3-Н, пом. 96-98, 100, 101."
2373,2373,"Санкт-Петербург,17-я линия В.О., д. 34-36, лит. А, ч.пом. 1-Н, пом. 41, 42"
2374,2374,"Санкт-Петербург, улица Коммуны, д. 36, лит. А"
2375,2375,"Санкт-Петербург, улица Коммуны, д. 34, лит. А"
2376,2376,"Санкт-Петерубрг, проспект Энтузиастов, д. 16, кор. 2, лит. А"
2377,2377,"Санкт-Петербург, Ржевская улица, д. 18, лит. А"
2378,2378,"Санкт-Петербург,  6-я Жерновская улица, д. 19, лит. А, пом. 6Н"
2379,2379,"Санкт-Петербург, ул. Рихарда Зорге, д.1, лит.А"
2380,2380,"Санкт-Петербург, ул. Рихарда Зорге, д.13, лит.А"
2381,2381,"Санкт-Петербург, улица  Маршала Захарова, д.31, лит. А"
2382,2382,"Санкт-Петербург, ул. Десантников,   д. 20. к. 3. литер А, помещение 8-Н"
2383,2383,"Санкт-Петербург, пр. Героев, д. 26,    к. 3, литера А, помещение 3Н"
2384,2384,"Санкт-Петербург, улица Рихарда Зорге, д.18, лит.А"
2385,2385,"Санкт-Петербург, Петергофское шоссе, д. 3 корп. 5, литера А, помещения 4Н, 7Н, часть пом. 1Н (2, 3, 6, 7, 8, 9, 10, 11, 12, 13)"
2386,2386,"Санкт-Петербург, улица Маршала Захарова, д. 18, корп. 1, литера А, пом. 9Н"
2387,2387,"Санкт-Петербург, улица Маршала Захарова, д. 16, корп. 4, лит. А, помещения№ 31 и 32"
2388,2388,"Санкт-Петербург, улица Котина, д. 6, кор. 3, лит. А. помещение № 68 и 69"
2389,2389,"Санкт-Петербург, Петергофское шоссе, д. 21, кор. 2, лит. А, помещение 1-Н,части помещения № 16, 18, 19, 20"
2390,2390,"Санкт-Петербург, проспект Маршала Захарова, д. 17, кор. 3, лит. А, 1 этаж, помещение 1-Н, части помещения № 17, 18, 19, 20"
2391,2391,"Санкт-Петербург, улица Доблести, д. 24, кор. 2, лит. А, 1 этаж, помещение 1-Н, части помещения № 19, 20, 22, 23"
2392,2392,"Санкт-Петербург, улица Доблести, д. 18, кор. 2, лит. А, 1 этаж, помещение 1-Н, части помещения № 30, 31, 34, 35, 36, 37, 38"
2393,2393,"Санкт-Петербург, улица Десантников, д. 20, кор. 2, лит. А, 1 этаж,помещение   1-Н, части помещения № 19, 21, 22, 23"
2394,2394,"Санкт-Петербург, проспект Кузнецова, д. 18, кор. 2, лит. А, помещение 5-Н,части помещения № 19, 20, 21, 22, 23, 24, 82"
2395,2395,"Санкт-Петербург, улица Маршала Захарова, д. 22, кор. 4, лит. А, помещение 1-Н, части помещения № 28, 29, 30, 32, 33, 35, 36, 37"
