,Unnamed: 0,address
3008,3008,"Санкт-Петербург, г. Петергоф, Эрлеровский бульвар, д. 1/35, литер А"
3009,3009,"Санкт-Петербург, г. Петергоф, улица Разводная, д. 27, литер А"
3010,3010,"Санкт-Петербург, г. Петергоф, улица Халтурина, д. 13а, литер А"
3011,3011,"Санкт-Петербург, г. Петергоф, улица Никольская, д. 5, литер А"
3012,3012,"Санкт-Петербург, г. Петергоф, бульвар Разведчика, д. 14, корп. 5, литер А"
3013,3013,"Санкт-Петербург, г. Петергоф, Суворовский городок, д. 17, литер А"
3014,3014,"Санкт-Петербург, г. Петергоф, улица Ботаническая, д. 14, корпус 1, литер А"
3015,3015,"Санкт-Петербург, г. Петергоф, улица Ботаническая, д. 3, корпус 1, литер А"
3016,3016,"Санкт-Петербург, г. Петергоф, улица Разводная, д. 5/1, литер А"
3017,3017,"Санкт-Петербург, г. Петергоф, улица Ботаническая, д. 6, литер А"
3018,3018,"Санкт-Петербург, г. Петергоф, Эрлеровский бульвар, д. 20, литер А"
3019,3019,"Санкт-Петербург, г. Петергоф, улица Ботаническая, д. 8, литер А"
3020,3020,"Санкт-Петербург, г. Петергоф, Санкт-Петербургский проспект, д. 4, литер А"
3021,3021,"Санкт-Петербург, г. Петергоф, улица Шахматова, д. 10, корп. 1, литер А"
3022,3022,"Санкт-Петербург, г. Петергоф, бульвар Разведчика, д. 6, корпус 5, литер А"
3023,3023,"Санкт-Петербург, г. Петергоф, улица Озерковая, д. 19, корпус 1, литер А"
3024,3024,"Санкт-Петербург, г. Петергоф, Ропшинское шоссе, д. 8, литер А"
3025,3025,"Санкт-Петербург, г. Петергоф, Санкт-Петербургский проспект, д. 43, литер А"
3026,3026,"Санкт-Петербург, г. Петергоф, улица Шахматова, д. 16, корп. 1, литер А"
3027,3027,"Санкт-Петербург, г. Петергоф, улица Жарновецкого, д. 10, литер А"
3028,3028,"Санкт-Петербург, г. Петергоф, улица Чебышевская, д. 13, литер А"
3029,3029,"Санкт-Петербург, пр. Космонавтов, д. 33-35, лит. А"
3030,3030,"Санкт-Петербург, пр. Космонавтов, д. 54, лит. А"
3031,3031,"Санкт-Петербург, ул. Орджоникидзе, д.38, лит. А."
3032,3032,"Санкт-Петербург, Московское шоссе, д.10, кор.2, лит. А, ч. пом. 5-Н (пом.74, 75, 76,77)."
3033,3033,"Санкт-Петербург, улица Ленсовета, д.43, кор.2, лит. А, ч. пом.7Н (пом.10, 11, 12)"
3034,3034,"Санкт-Петербург, Витебский проспект, д.57, литера А, ч.пом. 5Н (пом. 9, 10)"
3035,3035,"Санкт-Петербург, улица Ленсовета, д.68, лит. А, ч. пом.4Н (пом.37,38)."
3036,3036,"Санкт-Петербург, Витебский проспект, д.85, лит. А, ч. пом.3-Н (пом.28,29)."
3037,3037,"Санкт-Петербург, улица Фрунзе, д.12, лит.А, ч.пом.1Н (пом.75,76,77)."
3038,3038,"Санкт-Петербург, Пулковское шоссе, д.88, литера А, ч.пом.5-Н (пом.4,5,16,17)"
3039,3039,"Санкт-Петербург, Витебский пр., д. 73, корп. 2, литера А, ч.пом. 3Н(пом. 101,128,129,130,131)."
3040,3040,"Санкт-Петербург, пр. Ю.Гагарина, д.51,  литера А,ч.пом.5-Н (пом. 9,10,11)"
3041,3041,"Санкт-Петербург, Авиационная ул., д.38, литера А, ч.пом.7-Н (пом. 3, 3-а)"
3042,3042,"Санкт-Петербург, ул. Фрунзе, д.22,  литера А, ч.пом.1-Н (пом.18,19)"
3043,3043,"Санкт-Петербург, ул. Ленсовета, д.87, корп.2, литера А,  ч.пом.4-Н (пом.76,77,78,79,80)"
3044,3044,"Санкт-Петербург, пр.Космонавтов, д.21, корп.4, литера А,  ч.пом.4-Н (пом.14)."
3045,3045,"Санкт-Петербург, ул.Фрунзе, д.13, литера А, ч.пом.3-Н (пом.57,58)"
3046,3046,"Санкт-Петербург, ул.Орджоникидзе, д.18, лит.А, ч.пом.4-Н (пом.28,29)"
3047,3047,"Санкт-Петербург, Витебский пр., д.49, корп.2, литера А, ч.пом.6-Н (пом.4,5,22,23,24)"
3048,3048,"Санкт-Петербург, улица Орджоникидзе, д. 36, лит. А, часть нежилого помещения 1Н,пом. 23, 24"
3049,3049,"Санкт-Петербург, улица Орджоникидзе, д. 28, лит. А, часть нежилого помещения 2Н,пом. 19, 30"
3050,3050,"Санкт-Петербург, улица Ленсовета, д. 7, лит. А, часть нежилого помещения 4Н,пом. 12, 13"
3051,3051,"Санкт-Петербург, пр. Юрия Гагарина, д. 47, лит. А, часть нежилого помещения 6Н,пом. 1, 2"
3052,3052,"Санкт-Петербург, улица Авиационная, д. 34, лит. А, часть нежилого помещения 3Н, пом. 1"
3053,3053,"Санкт-Петербург, проспект Юрия Гагарина, д. 33, лит. А, часть нежилого помещения 3Н,пом. 25, 26, 27, 28"
3054,3054,"Санкт-Петербург, Пулковское шоссе, д. 34, к. 2, лит. А, часть нежилого помещения 3Н, пом. 6, 7"
3055,3055,"Санкт-Петербург, улица Ленсовета, д. 82, лит. А, часть нежилого помещения 1Н, пом. 6, 7"
3056,3056,"Санкт-Петербург, улица Ленсовета, д. 49, к. 2, лит. А, часть нежилого помещения 14Н, пом. 7"
3057,3057,"улица Пулковская, д. 5, лит. А, 2 часть нежилого помещения 3Н,пом. 72, 73, 74"
3058,3058,"Санкт-Петербург, улица Ленсовета, д. 79, лит. А, часть нежилого помещения 4Н,пом. 1, 3, 4"
3059,3059,"Санкт-Петербург, улица Ленсовета, д. 45, к. 2, лит. А, часть нежилого помещения 10Н, пом. 2, 3"
3060,3060,"Санкт-Петербург, Пулковское шоссе, д. 91, лит. А, часть нежилого помещения 2Н, пом. 4, 5, 6"
3061,3061,"Санкт-Петербург, пр. Космонавтов, д. 40, к. 2, лит. А, часть нежилого помещения 1Н,пом. 40, 41"
3062,3062,"Санкт-Петербург, ул.Звездная, д. 9, корп. 2, лит. А, часть нежилого помещения 1Н,пом. 39, 41"
3063,3063,"Санкт-Петербург, пр. Космонавтов, д. 50. к. 2, лит. А, часть нежилого помещения 1Н,пом. 12, 13"
3064,3064,"Санкт-Петербург, пр. Космонавтов, д. 62, лит. А, часть нежилого помещения 1Н,пом. 15, 16"
3065,3065,"Санкт-Петербург, Витебский пр., д. 41, к. 5, лит. А, часть нежилого помещения 1Н,пом. 23, 24"
3066,3066,"Санкт-Петербург, пр. Космонавтов, д. 78, лит. А, часть нежилого помещения 1Н,пом. 10, 12"
3067,3067,"Санкт-Петербург, пр. Юрия Гагарина, д. 24, к. 4, лит. А, ч. н. пом. 2Н, пом.14, 15"
3068,3068,"Санкт-Петербург, пр. Юрия Гагарина, д.22, кор.3, лит. А,ч.пом. 5Н (пом. 20,44)"
3069,3069,"Санкт-Петербург, пр. Юрия Гагарина, д. 16, кор.3, лит. А, ч.пом. 4Н (пом. 20,21)"
3070,3070,"Санкт-Петербург, проспект Космонавтов, д. 20, кор. 4,лит. А, ч.пом. 5Н (пом.69,79)"
3071,3071,"Санкт-Петербург, проспект Космонавтов, д.28, кор.4, лит. А, ч.пом. 4Н(пом.28)"
3072,3072,"Санкт-Петербург, пр. Космонавтов д. 46, к. 2, лит. А, ч.пом. 2Н (пом.39,40)"
3073,3073,"Санкт-Петербург, Витебский пр., д. 33, к. 6, лит. А, ч. пом. 4Н (пом.17,18)"
3074,3074,"Санкт-Петербург, Бассейная ул., д. 71, к. 2, лит. А, ч. пом.2Н (пом.35, 38)"
3075,3075,"Санкт-Петербург, пр. Ю. Гагарина, д. 26, к. 9, лит. А, ч. пом. 4Н (пом.12, 13)"
3076,3076,"Санкт-Петербург, пр. Космонавтов, д. 23, к. 2, лит. А, ч.пом. 2Н (пом. 59, 60)"
3077,3077,"Санкт-Петербург, Бассейная ул., д. 75, к. 2, лит. А, ч. пом.2Н (пом. 58, 61)"
3078,3078,"Санкт-Петербург, Витебский пр., д. 79, к. 2, лит. А, ч.пом. 1Н (пом.10, 11)"
3079,3079,"Санкт-Петербург, Витебский пр., д.73, к. 2, лит. А, ч. пом. 3Н (пом.33, 34, 36, 37, 38, 39)."
3080,3080,"Санкт-Петербург, ул. Благодатная, д. 45, лит. А, ч. пом. 2Н (пом.15, 16)"
3081,3081,"Санкт-Петербург, пр. Юрия Гагарина, д. 40, лит. А, ч. пом. 1Н (пом.104,1 05)"
3082,3082,"Санкт-Петербург, ул. Ленсовета, д. 33, лит. А, ч.пом. 2Н (пом.17, 18)"
3083,3083,"Санкт-Петербург, Ленинский пр., 149, литера А, 1 этаж, пом. 19, 20"
3084,3084,"Санкт-Петербург, Варшавская ул., д. 7, литера А, пом. 210, 216, 217"
3085,3085,"Санкт-Петербург, ул. Звездная, дом 15, лит. А, кор. 2, пом. 22Н"
3086,3086,"Санкт-Петербург, ул. Ленсовета, дом 8, лит. А, пом. 9Н, 10Н, 12Н, 13Н, ЛК-5"
3087,3087,"Санкт-Петербург, пр. Космонавтов, д. 69, литера А, пом. 139, 140,141"
3088,3088,"Санкт-Петербург, улица Фрунзе, д. 22а, лит. А"
3089,3089,"Санкт-Петербург, Кузнецовская ул., д. 9, литер А, помещения 1Н, 6Н, 7Н, 8Н, 14Н, 15Н(1-9, 12-18, 23-28, 30-34), 28Н"
3090,3090,"Санкт-Петербург, Новоизмайловский проспект, д. 29, лит. А"
3091,3091,"Санкт-Петербург, 11-я линия В. О., д. 18, лит. А, пом. 1Н, пом. 120"
3092,3092,"Санкт-Петербург, улица Промышленная, д. 17, лит. А"
3093,3093,"Санкт-Петербург,ул. Железноводская, д.64, литер А"
3094,3094,"Санкт-Петербург,ул. Железноводская, д.64, литер Б"
3095,3095,"Санкт-Петербург, улица Наличная, д. 44, корп. 4, лит. А, часть пом. 1-Н,пом. 60-66,  116-118"
3096,3096,"Санкт-Петербург, 7-я линия В. О., д. 66, литера А, часть пом. 1-Н, пом. 46, 47, 48"
3097,3097,"Санкт-Петербург, Железноводская улица, д.50, лит. А, ч. пом. 4-Н, пом. 29, 30."
3098,3098,"Санкт-Петербург, Детская улица, д.15, лит. Б, ч. пом. 13-Н, пом. 5, 6"
3099,3099,"Санкт-Петербург, Кораблестроителей улица, д.30, лит. А, ч. пом. 168-Н, пом. 9, 10, 13-16"
3100,3100,"Санкт-Петербург, 23-я линия В.О., д. 22-24, лит. А, ч. пом. 2-Н, пом. 1-4"
3101,3101,"Санкт-Петербург, 14-я линия В.О., д.65а, лит. А, ч. пом. 1-Н, пом. 13, 14"
3102,3102,"Санкт-Петербург, 8-я линия В.О., д. 65, лит. А, ч. пом 1-Н, пим. 34, 35"
3103,3103,"Санкт-Петербург, Кораблестроителей, д.42, кор.2, лит. А, ч. пом. 3-Н, пим. 12, 13, 14"
3104,3104,"Санкт-Петербург, Наличная улица, д.44, кор.5, лит. А., ч.пом. 2-Н, пом. 82-84"
3105,3105,"Санкт-Петербург, 19 линия В.О., д. 22, литер А., ч.пом. 2-Н, пом 90, 99"
3106,3106,"Санкт-Петербург, пр. КИМа, д. 11, лит. Б, ч. пом.1-Н, пим. 41, 42, 90,  92,  94,  95,  96"
3107,3107,"Санкт-Петербург, 5-я линия В.О., д. 16/17, лит. А, ч. пом 1-Н, пом 16,17, ч. пом. 2-Н,пом. 82, 83"
3108,3108,"Санкт-Петербург, Малый пр. В.О., д.34, литер А, ч.пом. 1-Н, пом 67, 68"
3109,3109,"Санкт-Петербург, Кораблестроителей, д.38, кор. 2, лит. А, ч.пом. 2-Н, пом 28, 29, 30"
3110,3110,"Санкт-Петербург, 14-я линия В.О., д. 77, лит. А, ч. пом. 2-Н, пом. 17, 83"
3111,3111,"Санкт-Петербург, 16-я  линия В.О., д. 55, лит. А, ч. пом. 3-Н, пом. 96-98, 100, 101"
3112,3112,"Санкт-Петербург, 17-я линия В.О., д. 34-36, лит. А, ч. пом. 1-Н, пом. 41, 42"
3113,3113,"Санкт-Петербург, 10 линия В.О., д.1/15, лит. А, часть помещения 1-Н,пом. 46, 47, 48"
3114,3114,"Санкт-Петербург, Малый пр.В.О.,  д.15, лит.В, ч. пом. 1-Н, пом. 35, 36"
3115,3115,"Санкт-Петербург, 7-я линия В.О., д.20/2, лит. А, ч.пом. 3-Н, пом. 22, 23"
3116,3116,"Санкт-Петербург, Волховский переулок, д.6, лит. Г, ч. пом. 1-Н (пом. 8-11)"
3117,3117,"Санкт-Петербург, 8-я линия В.О., д.65, лит. А, ч.пом. 1-Н, (пом. 34, 35)."
3118,3118,"Санкт-Петербург, Средний проспект В.О., д. 80, лит. А, ч.пом. 1-Н (пом. 8)."
3119,3119,"Санкт-Петербург, Гаванская улица, д.52, лит. А, ч. пом.  1-Н (пом. 26,28)"
3120,3120,"Санкт-Петербург, Кадетская линия В.О., д. 3, лит. А, ч. пом. 1-Н(пом. 64, 65, 68, 69)"
3121,3121,"Санкт-Петербург, Кадетская линия В.О., д. 5, лит. А, ч.пом. 1-Н (пом. 28, 35)"
3122,3122,"Санкт-Петербург, Кадетская линия В.О., д. 7/2, лит. А, ч. пом. 1-Н (пом.9)"
3123,3123,"Санкт-Петербург, переулок Каховского, дом 2, литер В., Ч.пом. 11-Н (пом. 17, 18)"
3124,3124,"Санкт-Петербург, набережная реки Смоленки, дом 35, лит. А, пом. 1-Н"
3125,3125,"Санкт-Петербург, улица Кораблестроителей, дом 37, корп. 5, литер А,часть пом. 2-Н, (пом. 179, 197)"
3126,3126,"Санкт-Петербург, 9-я линия В.О., д.6, лит.А, ч. пом. 11-Н, пом. 30, 31"
3127,3127,"Санкт-Петербург,набережная реки Смоленки, д. 1, лит. А, ч. пом.1-Н(пом. 172-176)"
3128,3128,"Ольховая улица, д.6, лит. А"
3129,3129,"Санкт-Петербург, Ольховая улица, д.6, лит. А"
3130,3130,"Санкт-Петербург, Ольховая улица, д.2, лит.А"
3131,3131,"Санкт-Петербург, Комендантский проспект, д.34, корп.1,  лит.В, пом. 82-Н"
3132,3132,"Санкт-Петербург, Богатырский пр., д. 50, кор.1, лит.А, пом. 27-Н, 32-Н."
3133,3133,"Санкт-Петербург, пр. Авиаконструкторов, д. 3, корп. 3, лит. А, пом. 2Н(9, 10, 11, 12, 13, 17, 19)"
3134,3134,"Санкт-Петербург, проспект Авиаконструкторов, д. 4, корп. 2, литер А, пом. 2Н(12, 13, 17, 19)"
3135,3135,"Санкт-Петербург, проспект Авиаконструкторов, д. 13, корп. 2, литер А, пом. 2Н(9, 10, 11, 12, 13, 17, 18, 19)"
3136,3136,"Санкт-Петербург, проспект Авиаконструкторов, д. 15, корп. 2, литер А, пом. 2Н(54, 55, 56)"
3137,3137,"Санкт-Петербург, Богатырский проспект, д. 36, корп. 2, литер А, помещения 2Н (33, 34)"
3138,3138,"Санкт-Петербург, улица Гаккелевская, д. 24, литер А, помещения 2Н (54, 55, 56)."
3139,3139,"Санкт-Петербург, улица Долгоозерная, д. 5, корп. 2, литер А, помещения 7Н (К86, 87)."
3140,3140,"Санкт-Петербург, улица Долгоозерная, д. 11, корп. 2, литер А, помещения 2Н (к.6, 7)"
3141,3141,"Санкт-Петербург, улица Ильюшина, д. 15, корп. 3, литер А, помещения 1Н (К26, К27, К28)"
3142,3142,"Санкт-Петербург, улица Камышовая, д. 6, корп. 3, литер А, помещения 2Н (к.44, 45, 46, 47, 48)"
3143,3143,"Санкт-Петербург, улица Камышовая, д. 18, литер А, помещения 1Н (50, 51, 52)"
3144,3144,"Санкт-Петербург, улица Камышовая, д. 22, корп. 2, литер А, помещения 2Н(5, 8-13, 15, 16)"
3145,3145,"Санкт-Петербург, Комендантский проспект, д. 13, корп. 2, литер А, помещения 2Н(9, 10, 11, 12, 13, 17, 18, 19)"
3146,3146,"Санкт-Петербург, Комендантский проспект, д. 17, корп. 3, литер А, помещения 2Н(54, 55, 56)"
3147,3147,"Санкт-Петербург, Комендантский проспект, д. 21, корп. 3, литер А"
3148,3148,"Санкт-Петербург, Комендантский проспект, д. 22, корп. 3, литер А, помещения 2Н (55, 56, 57)"
3149,3149,"Санкт-Петербург, Комендантский проспект, д. 25, корп. 2, литер А, помещения 2Н(9, 10, 11, 12, 13, 17, 18, 19)"
3150,3150,"Санкт-Петербург, Комендантский проспект, д. 28, корп. 3, литер А, (к.10, 14)"
3151,3151,"Санкт-Петербург, проспект Королева, д. 47, корп. 2, литер А, помещения 2Н (31, 32, 33)"
3152,3152,"Санкт-Петербург, улица Маршала Новикова, д. 2, корп. 2, литер А, помещения 2Н(989, 90, 91, 92, 93, 95, 96, 97)"
3153,3153,"Санкт-Петербург, улица Маршала Новикова, д. 8, корп. 2, литер А, помещения 2Н(31, 32, 33)"
3154,3154,"Санкт-Петербург, улица Ольховая, д. 10, корп. 2, литер А, пом. 2Н (9, 10, 11, 12, 13, 17,18, 19)"
3155,3155,"Санкт-Петербург, улица Ситцевая, д. 3, корп. 2, литер А помещения 1Н (40, 41, 42, 43)."
3156,3156,"Санкт-Петербург, улица Уточкина, д. 6, корп. 2, лит. А, пом. 2Н (9, 10, 11, 12, 13, 17,18, 19)"
3157,3157,"Санкт-Петербург, улица Шаврова, д. 25, корп. 2, литер А, помещения 2Н (33, 34, 35, 36)"
3158,3158,"Санкт-Петербург, Комендантский проспект, д.53, корп.4, литера А,помещение 27-Н, 30-Н, 35-Н."
3159,3159,"улица Карпинского, д.9, лит. А, корпус 4"
3160,3160,"Санкт-Петербург, улица Карпинского, д. 24, корп. 2, лит. А (пом. 34, 37)."
3161,3161,"Санкт-Петербург, Светлановский проспект, д. 46, корп. 2, лит. А ( пом. 26, 27, 28, 30)"
3162,3162,"Санкт-Петербург, проспект Науки, д. 12, кор. 3, лит. А, часть пом. 1-Н(пом. 26, 27, 28, 29, 31)"
3163,3163,"Санкт-Петербург, проспект Науки, д. 11, кор. 3, лит. А,часть пом. 3-Н (пом. 30, 33)"
3164,3164,"Санкт-Петербург, проспект Науки, д. 24, кор. 2, лит. А, часть пом. 2-Н(пом. 29, 30, 31, 32)"
3165,3165,"Санкт-Петербург, проспект Науки, д. 33, лит. А, часть пом. 2-Н (пом. 50)"
3166,3166,"Санкт-Петербург, Гражданский проспект, д. 15, кор. 5, лит. А,часть пом. 2-Н(пом. 29, 30, 31)"
3167,3167,"Санкт-Петербург, Тихорецкий проспект, д. 9, кор. 6, лит. А, часть пом. 1-Н (пом. 29, 30, 31, 32)"
3168,3168,"Санкт-Петербург, Гражданский проспект, д. 75, кор. 5, лит. А, часть пом. 2-Н(пом. 34, 36)"
3169,3169,"Санкт-Петербург, улица Верности, д. 28, кор. 2, лит. А, часть пом. 2-Н(пом. 47, 48, 49, 50)"
3170,3170,"Санкт-Петербург, улица Вавиловых, д. 4, кор. 3, лит. А, часть пом. 2-Н (пом. 17, 18, 19, 20)улица Вавиловых, д. 4, кор. 3, лит. А, часть пом. 2-Н (пом. 17, 18, 19, 20)"
3171,3171,"Санкт-Петербург, ул. Софьи Ковалевской, д. 16, кор. 2, лит. А, часть пом. 2-Н(пом. 54, 55, 56, 57)"
3172,3172,"Санкт-Петербург, улица Академика Байкова, д. 9, кор. 3, лит. А, часть пом. 2-Н(пом. 20, 21, 22, 23)"
3173,3173,"Санкт-Петербург, улица Академика Константинова, д. 14, лит. А, часть пом. 3-Н(пом. 8, 13)"
3174,3174,"Санкт-Петербург, Гражданский проспект, д. 90, кор. 4, лит. А, часть пом. 3-Н (пом. 25, 26, 27, 28, 48)"
3175,3175,"Санкт-Петербург, Гражданский проспект, д. 83, кор. 5, лит. А, часть пом. 3-Н(пом. 8, 9, 12)."
3176,3176,"Санкт-Петербург, проспект Науки, д. 30, кор. 3, лит. А, часть пом. 3-Н (пом. 8, 9, 10)"
3177,3177,"Санкт-Петербург, улица Вавиловых, д. 8, кор. 2, лит. А, часть пом. 3-Н (пом. 39, 40)"
3178,3178,"Санкт-Петербург, улица Верности, д. 28, кор. 4, лит. А, часть пом. 4-Н (пом. 74, 75, 76)"
3179,3179,"Санкт-Петербург, ул. Софьи Ковалевской, д. 13, кор. 6, лит. А, часть пом. 4Н(пом. 41, 42)"
3180,3180,"Санкт-Петербург, улица Софьи Ковалевской, д. 13, кор. 5, лит. А, часть пом. 3Н(пом. 70, 71, 72, 73)"
3181,3181,"Санкт-Петербург, Северный проспект, д. 89, кор. 3, лит. А, часть пом. 2Н(пом. 24, 25, 27, 28, 29, 30)"
3182,3182,"Санкт-Петербург, Гжатская улица, д. 22, корп. 3, лит. А, часть пом. 75Н (пом. 14-19)"
3183,3183,"Санкт-Петербург, Гжатская улица, д. 22, корп. 4, лит. А, часть пом. 51Н (пом. 8-15)"
3184,3184,"Санкт-Петербург, улица Вавиловых, д. 5, кор. 2, лит. А, часть пом. 2-Н(пом. 29, 30, 31, 32)"
3185,3185,"Санкт-Петербург, улица Карпинского, д. 38, кор. 6, лит. А, часть пом. 2-Н(пом. 29,30)"
3186,3186,"Санкт-Петербург, Гражданский проспект, д. 51, кор. 2, лит. А, часть пом. 4-Н(пом. 11-16)"
3187,3187,"Санкт-Петербург, улица Руставели, д. 22, кор. 2, лит. А, часть пом. 2-Н(пом. 48, 49)"
3188,3188,"Санкт-Петербург, улица Верности, д. 38, кор. 2, лит. А, часть пом. 4Н (пом. 42, 43)"
3189,3189,"Санкт-Петербург, Северный проспект, д. 61, кор. 3, лит. А, часть пом. 3-Н(пом. 27, 28)"
3190,3190,"Санкт-Петербург, улица Руставели, д. 34, кор. 2, литера А, часть пом. 2Н(пом. 46, 47, 49, 50)"
3191,3191,"Санкт-Петербург, проспект Науки, д. 44, лит. А, часть пом. 24Н(пом. 23, 24, 25, 28)"
3192,3192,"Санкт-Петербург, Светлановский проспект, д. 69, кор. 2, лит. А, часть пом. 2-Н (пом. 16, 17, 18, 19)"
3193,3193,"Санкт-Петербург, ул. Вавиловых, д. 11, к. 2, лит. А, часть пом. 3Н (пом. 8, 11, 13)"
3194,3194,"Санкт-Петербург, Гражданский проспект, д. 83, кор. 2, лит. А, часть пом. 3Н(пом. 9, 11)"
3195,3195,"Санкт-Петербург, улица Академика Байкова, д. 9, кор. 2, лит. А, часть пом. 2-Н (пом. 51, 52, 53)"
3196,3196,"Санкт-Петербург, Северный проспект, д. 65, кор. 2, лит. А, часть пом. 6-Н(пом. 10, 11)"
3197,3197,"Санкт-Петербург, Тихорецкий проспект, д. 25, кор. 3, лит. А, часть пом. 2-Н(пом. 51, 52, 53, 54, 55)"
3198,3198,"Санкт-Петербург, улица Старцева, д. 7, лит. А, часть пом. 11-Н (пом. 4, 5, 6)"
3199,3199,"Санкт-Петербург, улица Вавиловых, д. 5, кор. 5, лит. А, часть пом. 3-Н(пом. 93, 94)"
3200,3200,"Санкт-Петербург, улица Софьи Ковалевской, д. 8, кор. 3, лит. А, часть пом. 4-Н (пом. 28, 41)"
3201,3201,"Санкт-Петербург, улица Верности, д. 14, кор. 4, лит. А, часть пом. 4-Н(пом. 76, 77, 78)"
3202,3202,"Санкт-Петербург, Гражданский проспект, д. 92, к. 3, литер А, часть пом. 5Н(пом. 28, 29)"
3203,3203,"Санкт-Петербург, улица Фаворского, д. 16, лит. А, часть пом. 4-Н(пом. 57, 58, 59, 60)."
3204,3204,"Санкт-Петербург, проспект Науки, д. 16, кор. 2, лит. А, часть пом. 5-Н(пом. 20, 21)"
3205,3205,"Санкт-Петербург, проспект Науки, д. 13, кор. 4, лит. А, часть пом. 1Н (пом. 5, 7)"
3206,3206,"Санкт-Петербург, улица Академика Константинова, д. 10, кор. 2, лит. А,часть пом. 2-Н (пом. 23, 24)"
3207,3207,"Санкт-Петербург, Светлановский проспект, д. 38, кор. 2, лит. А, часть пом. 3-Н (пом. 25, 26, 27)"
3208,3208,"Санкт-Петербург, Меншиковский проспект, д. 15, кор. 3, лит. А, часть пом. 2-Н (пом. 36, 37)"
3209,3209,"Санкт-Петербург, улица Руставели, д. 26, лит. А, часть пом. 4-Н (пом. 2, 24)."
3210,3210,"Санкт-Петербург, улица Верности, д. 38, кор. 4, лит. А, часть пом. 2-Н(пом. 2, 3, 4)"
3211,3211,"Санкт-Петербург, улица Бутлерова, д. 22, лит. А, часть пом. 4-Н (пом. 21, 22, 23)"
3212,3212,"Санкт-Петербург, Гражданский проспект, д. 31, кор. 5, литера А, часть пом. 4-Н (пом. 50-54)"
3213,3213,"Санкт-Петербург, набережная Обводного канала д. 140, лит. А"
3214,3214,"Санкт-Петербург, Набережная Обводного канала д.123, пом. 14Н, 15Н, 16Н, 17Н, 18Н, 20Н, Л 11 лит. А"
3215,3215,"Санкт-Петербург, ул. Можайская, д. 3-5, литер А, помещение 1н"
3216,3216,"Санкт-Петербург, наб. Обводного канала, д. 143, лит. А"
3217,3217,"Санкт-Петербург, улица 1-я Красноармейская, д. 12, литер А, пом. 1-н, 2-н, 3-н,4-н, 5ЛК"
3218,3218,"Санкт-Петербург, 2-я Красноармейская улица, д. 14/11, литер Б, пом. 1н"
3219,3219,"Санкт-Петербург, переулок Советский, д. 4, литер А"
3220,3220,"Санкт-Петербург, улица Серпуховская, д. 39, литер А"
3221,3221,"Санкт-Петербург, Батайский переулок, д. 6-8, литер А"
3222,3222,"Санкт-Петербург, Лермонтовский проспект, д. 52, литер А"
3223,3223,"Санкт-Петербург, Малодетскосельский проспект, д. 23, литера А"
3224,3224,"Санкт-Петербург, 11-я Красноармейская улица, дом 9, литер А"
3225,3225,"Санкт-Петербург, Бумажная улица, д. 5, лит. А"
3226,3226,"Санкт-Петербург, Приморский проспект  дом 3, лит. А"
3227,3227,"Санкт-Петербург, аллея Поликарпова, д.6, к. 2, лит. А, пом.31Н"
3228,3228,"Санкт-Петербург, Моисеенко улица, д. 19, литер А, помещение 5Н(пом. 6, 7, 10, 11)"
3229,3229,"Санкт-Петербург, ул. Очаковская, д. 2а, литер Б, помещение 1Н(ч.п. 27, 28, 32, 33, 34, 35)"
3230,3230,"Санкт-Петербург, Херсонская улица, д. 9-11, лит. А, пом. 1-Н (ч.п. 38, 39, 40, 41, 42)"
3231,3231,"Санкт-Петербург, поселок Ушково, Пляжевая улица, д. 14, литер Л (пом. 12)"
3232,3232,"5 Советская улица, д. 34, литер А, пом. 1Н (ч. п. 23)"
3233,3233,"Санкт-Петербург, набережная Обводного канала, д. 71, литер А (пом. 14)"
3234,3234,"Санкт-Петербург, проспект Греческий, д. 21, литер А (пом. 15, 59, 60)."
3235,3235,"Санкт-Петербург, 9 Советская улица, д. 31, литер А, пом. 2Н (27, 28, 29, 30)."
3236,3236,"Санкт-Петербург, Кирочная улица, д. 54, литер А (пом. 64)."
3237,3237,"Санкт-Петербург, Павлоградский переулок, д. 3, литер А (пом. 8)."
3238,3238,"Санкт-Петербург, улица 9 Советская, д. 4-6, литер Б, пом. 1Н, ч. п. 7, 8."
3239,3239,"Санкт-Петербург, улица Конная, дом 9, литер А, помещение 2Н (ч. п. 6)."
3240,3240,"Санкт-Петербург, улица Роменская, д. 6/37, литер А (пом. 4)"
3241,3241,"Санкт-Петербург, Прудковский переулок, д. 1/8, литер А (пом. 11, 16, 17)"
3242,3242,"Санкт-Петербург, Галерная улица, д. 28, литера Б, помещение 2Н"
3243,3243,"Санкт-Петербург, ул. Казанская, д.27, лит.А"
3244,3244,"Санкт-Петербург, Вознесенский проспект, д.38/4, лит. А"
3245,3245,"Санкт-Петербург, Курортный район, поселок Ушково, Пляжевая улица, д. 11,литер Д"
3246,3246,"Санкт-Петербург, Гражданская улица, д. 21, литера А, помещение 1-н"
3247,3247,"Санкт-Петербург, Курортный район, пос. Комарово, ул. Дачная, д. 72, литер Д"
3248,3248,"Санкт-Петербург, набережная реки Фонтанки, д. 119, литера Б, помещение 2-н"
3249,3249,"Санкт-Петербург, Конногвардейский бульвар, д. 11, литера А, помещение 2н, 3н"
3250,3250,"Санкт-Петербург, Почтамтская улица, д. 13, литера А."
